id,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,Label
547,2.0036540803897687,0.05562072556782506,0.0825905556609141,-1.579164433049761,-0.26412140190292666,-0.06674993061337774,-0.4822247706422018,-0.37682533662051965,-0.4211880763457002,-0.3775174681463214,-0.4305699481865285,-0.2050199390100868,-0.32943089430894307,-0.09845005740528129,2.2115791658020334,2.1206019499788047,0.0,-0.2867787267798447,0.18885965892268436,-0.3916678341701697,-0.00038463651849002695,-0.3333150173086433,-0.274185245317388,-0.4851665766138622,-0.049820561536837664,0.037342861814579346,-0.5689189189189189,-0.969924812030075,-0.16666666666666666,0.07249730223292106,-0.011445790239321728,-1.3619962399589813,-1.1405649017177264,0.35058214747736094,-0.12199613908181152,-0.11179329751854694,-3.106551724137931,-0.11179329751854694,-0.7268041237113402,1.1504854368932038,-0.717948717948718,-0.7851603220488101,2.9120129870129867,-2.143841278589143,-0.5136909191520217,0.028670410900739195,-1.0,1.6666666666666667,0.0,-1.0,-0.5,-0.5,1.0,0.0,2.3333333333333335,-1.0,1.0,0.0,0.5,0.0,0.0,0.0,-0.14285714285714285,2.2817299919159257,-0.4805470043032109,0.0,0.0,0.0,0.0,-0.49463585723127707,0.0,5262.0,11337.0,-0.5394121507188506,-0.5994988851343586,-0.6643679768007872,1.6187306024781445,-1.0,1.284049902051758,1.6368162083936324,5262.0,-0.0009831460674157304,0.0,-0.49909891354719116,0.5514369567090992,-0.3973294604729803,0.0,1055.4782608695652,2.0151707937750807,0.8793740109020574,0.0,1.0,0.07184746323418845,0.9492170969107068,0.9573335586346738,-0.11503085009140768,-0.7727099961991638,0.0,0.0,0.0,1.898887765419616,0.0,236.02941176470586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.064051076099269,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
156,0.6187576126674786,-1.2619510021769291,-0.4322017826664138,-0.42430952103484443,-0.5152354570637119,-0.4200666111573689,-0.5414755351681957,-0.5905556609140906,-0.3568518121381085,-0.521167283189478,-0.3422279792746114,-0.4236453201970443,-0.34829268292682924,-0.4316877152698048,-0.028595144220792696,-0.3387028401865197,0.0,-0.25315639329531114,-0.2645564452925052,-0.21208750271969135,-0.3338644980493434,-0.3312863344139788,-0.2731564566586148,-0.00038906702214423593,-0.6052353810428541,-0.5006684684857986,-0.1837837837837838,-0.14285714285714265,-0.6666666666666666,-0.5502614758861127,-0.08187177070296567,-0.3846351051102376,-0.3531078448733841,-0.3573738680465718,-0.4705660461091264,0.23279611153747762,-1.089655172413793,0.23279611153747762,-0.4020618556701031,-0.14563106796116504,-0.39487179487179486,0.10941970589757428,1.0129870129870129,0.07577845136401212,-0.48451542732841035,-0.5116090556424063,-1.0,-0.6666666666666666,0.0,-1.0,-0.5,-0.5,2.0,0.5,-0.3333333333333333,-1.0,-0.6,0.0,-0.3333333333333333,0.0,0.0,0.0,-0.6571428571428571,-0.7163837240635947,-0.4814630916914929,0.9939841870058439,0.0,0.0,0.0,1.0281617495357953,0.0,0.0,0.0,-0.3596179803655044,-0.7265105854768636,0.9066853088913055,-0.32091389384857605,-0.5,-0.510413444685019,-0.3563531114327062,0.0,0.9990168539325843,0.0,-0.16850316667524845,-0.35522600044655256,-0.7429349923048577,0.0,0.0,-0.46363903298424197,0.0,0.0,0.0,-0.5662085350816517,-0.35327972915785016,0.0,0.14119629798903108,0.7809768148992778,0.0,0.0,0.0,-0.5396022918773172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1449580372773145,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
189,0.0730816077953715,0.05645728293686154,-1.5969258486630002,-1.5784022841160705,-1.7079694086474768,0.208992506244796,0.46406727828746175,0.4071685947278589,0.7934805918936307,0.5811755034936292,0.6904145077720207,0.511376964578935,-0.9063089430894309,-0.9241963260619978,-0.2533305665075742,0.022043238660449344,0.0,0.4807305763306512,0.5345076671669224,0.5676649521043794,1.0773668882905654,-0.3333150173086433,-0.03397616124816853,1.4934823978784177,-0.10523538104285413,0.20220931239119352,0.7063063063063063,0.24812030075187974,0.16666666666666666,0.09353988544865942,0.7520495405622768,-1.3617988378055033,0.1836373295555162,0.22315653298835705,0.23404042869505404,0.1627014581734459,0.3931034482758621,0.1627014581734459,-0.6134020618556701,-0.3737864077669903,-0.6051282051282051,0.31273334861266167,-0.38311688311688313,1.075227335354092,0.3523384280725857,0.19415011676606256,-0.5,-0.6666666666666666,1.0,0.0,0.5,0.0,0.0,0.0,-0.3333333333333333,-0.5,-0.6,0.0,0.16666666666666666,1.0,0.0,0.5,0.2571428571428571,-0.05328752357855025,1.4121979476994373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8374685597319151,-0.7262303749166724,0.9009890735850034,-0.6124824735784484,0.0,-0.0029899989689658726,-0.3563531114327062,0.0,-0.0009831460674157304,1.0,1.9852736728283817,-0.35522600044655256,-0.7437352871046755,0.0,1999.8260869565217,0.0,0.0,1999.8260869565217,0.0,-0.5439535653063066,-0.810731273804486,0.5,-0.7062091521937843,-0.38841378436589385,0.0,0.0,0.0,-0.47758678800134824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1445268252497167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
321,-0.12545676004872108,0.06492625135823078,0.49222454010999434,0.6449131802820184,0.5897868240395038,0.40979739106300306,0.6271024464831805,0.5689360895126114,0.8899849882050183,0.6736539251952323,0.816580310880829,0.625615763546798,0.743739837398374,0.5321469575200919,0.22473542228678148,0.36081673025293204,0.0,1.0668856561192002,0.5260544345700682,0.4374102986075826,-0.027638881257211936,-0.3333150173086433,0.5483308913792421,1.0747976486734518,0.3947646189571459,0.4234579538131558,-0.5680000000000001,0.16541353383458643,0.4166666666666667,-1.6490139142525109,3.507311606522809,0.6063920697316698,0.49654683902957325,0.5912031047865459,0.41585861051323586,0.3522640061396777,0.07586206896551724,0.3522640061396777,0.30412371134020616,0.05339805825242718,0.3076923076923077,0.0983298708403877,-0.08441558441558442,0.6128410030311381,0.4623809796401244,0.4162227626271399,-0.5,0.0,2.0,0.0,1.0,-0.5,0.0,-0.5,0.3333333333333333,-0.5,-0.2,0.0,0.3333333333333333,0.0,1.0,0.5,0.5142857142857142,-0.7154015090272164,0.528798411122145,0.0,0.0,0.0,2.000167532249958,0.4945327006395709,0.0,0.0,0.0,0.6165049032887572,0.7175367216054065,-0.026047330536999636,-0.6115165012201189,0.0,0.4883493143623054,0.0,0.0,-0.0009831460674157304,4.915005069280162,1.690154986869883,-0.35522600044655256,-0.2283181236858648,0.0,0.0,-0.46363903298424197,0.0,0.0,0.0,0.02342786683107275,0.8018620397799407,2.457502534640081,1.3801988117001829,-0.01884581274547067,0.0,0.0,0.0,-0.034378159757330745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.593888374008856,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.5,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
146,2.591961023142509,-0.8211496742126021,-0.4756305708325431,-0.7638969817037641,-0.8661929423100084,-0.5875659172911463,-0.9623470948012233,-1.0081547506163475,-1.3081728500965044,-1.4328010686395396,-0.8365284974093264,-0.8712174524982407,-0.7391869918699187,-0.7766934557979334,1.1817389499896245,1.466299279355659,0.0,-0.5017982788976862,-0.5008646510025576,-0.3916678341701697,-0.3338644980493434,-0.3333150173086433,-0.274185245317388,0.2206496349335498,-0.6052353810428541,-0.4963787282747742,-0.5675675675675675,-0.42105263157894723,-0.8333333333333334,-0.49901427741346394,-0.09033917679019066,-1.3624508631003247,-0.05896936426421109,1.4915912031047867,-0.6915481394368385,-0.42389357892044,-0.9655172413793104,-0.42389357892044,0.21649484536082475,3.6941747572815533,0.2205128205128205,-0.6003297377623671,0.8961038961038961,-0.6511490768806834,-1.7399439006239625,-0.5077200702526393,-1.0,2.3333333333333335,0.0,-1.0,-0.5,-0.5,0.0,-0.5,1.6666666666666667,-1.0,1.2,0.0,0.5,0.0,0.0,0.0,-0.6571428571428571,0.2613177041228779,0.6120489904005296,1.0491577861808181,0.0,15.26,0.0,-0.49463585723127707,0.0,0.0,30343.0,-0.5394121507188506,-0.7273751235546974,-0.6650095800321061,-0.6124824735784484,-1.5,0.7772450768120425,-0.6911143270622286,0.0,-0.0009831460674157304,0.0,-0.5072601822769167,0.3107723494258574,-0.08651074068454252,0.0,0.0,-0.46363903298424197,0.0,0.0,0.0,0.0,0.41675835801946676,2.563619466035823,-0.7091521937842779,-0.7727099961991638,0.0,0.0,0.0,1.3859116953151334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4716043661826794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
529,-0.40316686967113274,0.6177684785183347,0.811966622416082,0.719496562172241,0.6668673973262677,0.766999722453511,0.6364678899082569,0.5782287123079841,0.5331331760669097,0.3316892725030826,0.3901554404145078,0.23950269763077645,0.4653658536585366,0.2864523536165327,-0.2525548869059971,0.5918468277518723,0.0,0.8205225220189739,0.8369974627558643,-0.3907064999493185,-0.0005494807407000385,0.6666849826913567,-0.2736708509880014,0.306730713582962,1.538948701709943,0.7935778934105359,-0.5685045045045045,-0.857142857142857,0.8333333333333334,0.7525473146841537,-0.03681985507802575,0.9114681251068193,1.004958384983177,-1.0754333764553685,0.6611600505913418,0.24456382706574573,0.25517241379310346,0.24456382706574573,0.8762886597938144,-0.1941747572815534,0.8769230769230769,-2.7273601017307536,-0.2532467532467532,0.19537062551667125,0.6871601121987521,0.7875967421303534,1.0,0.6666666666666666,0.0,0.0,0.0,0.5,0.0,0.5,0.6666666666666666,0.5,0.8,0.0,1.5,0.0,0.0,0.0,0.8571428571428571,1.340406898410132,0.06529294935451838,3.1120660020625643,0.0,5907.0,1.0346791757413303,0.0,0.0,13171.0,0.0,0.0,0.5486748040365033,1.0067319144529026,-0.00667673201966836,0.0,0.920197958552428,-0.019913169319826337,0.0,0.5324237560192616,0.9689084150050693,0.32431388702950414,1.8803087966316028,0.4065419547829103,0.0,1999.8260869565217,2.0247626504844867,3.316159662387902,1999.8260869565217,0.0,0.8453580343448317,0.27532797291578504,0.0,0.28573468921389394,0.3801469656657798,0.0,0.0,0.0,0.3737782271654869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.349442379182157,0.3192256204304397,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
584,2.5834348355663823,-1.0662534637234886,-0.6767494784752512,-0.8338189022258478,-0.9384559797663495,-1.5462753261171245,-0.9224006116207951,-0.9685188697136355,-0.7765387089856316,-0.9233456637895602,-0.6953367875647668,-0.7433732113535069,-0.6897560975609756,-0.7330654420206659,-0.2517688317078232,-0.6774763317790023,0.0,-0.5017982788976862,-0.5008646510025576,-0.3916678341701697,-0.3338644980493434,-0.3333150173086433,-0.274185245317388,-0.4851665766138622,2.6287734853282667,-0.7124238955842607,-0.5675675675675675,1.2030075187969924,-1.0833333333333333,-1.6501148626213995,-0.09125540162406842,-1.3625226457015895,-0.183283159199575,-0.10284605433376455,-0.816939223822309,-0.6477359938603223,-0.3931034482758621,-0.6477359938603223,-0.7268041237113402,3.116504854368932,-0.717948717948718,-0.691266385231297,0.35714285714285715,-1.638743455497382,-1.0117732363997176,-0.7244272672881323,2.0,0.3333333333333333,0.0,-1.0,-0.5,-0.5,0.0,-0.5,0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8285714285714286,1.3476825653462678,1.5390599139357828,0.0,0.0,0.0,0.0,-0.49463585723127707,0.0,0.0,0.0,-0.5394121507188506,-0.7273751235546974,-0.6650095800321061,0.09902024342072674,-1.5,0.8218888545210846,-0.6911143270622286,0.0,-0.0009831460674157304,0.0,-0.03581175016734463,0.3107723494258574,-0.7442394814991438,0.0,0.0,-0.46363903298424197,0.0,0.0,0.0,1.0132326847312862,-0.811595429538722,0.0,-0.7091521937842779,-0.7727099961991638,0.0,0.0,0.0,0.7837883383889449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004659664298218515,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
534,-0.15712545676004872,0.0227430810125916,0.19381756116062962,0.24938818319543177,0.1810189088281344,0.14196502914238135,0.31517584097859325,0.2594348568177508,0.7409393094574308,0.530826140567201,1.1546632124352332,0.9317382125263899,1.4598373983739836,1.164179104477612,-0.2521058310852874,1.082379539352833,0.0,0.743001975634557,0.3173572901060222,0.4374102986075826,-0.027638881257211936,0.0005494807407000385,0.0,-0.14842906894802602,-0.6052353810428541,0.1538439342496321,-0.5679099099099099,0.6015037593984962,0.08333333333333333,0.07260625051880136,0.705724774793186,0.20278584857289353,-0.12750132813883477,-0.38648124191461836,0.12279494974149599,0.22333077513430544,-0.4,0.22333077513430544,-1.2979896907216495,-0.40742718446601944,-1.2862051282051281,-0.5988510930880755,0.36363636363636365,-0.15982364287682557,0.07478008662964872,0.1454991990427113,0.5,0.0,4.0,-1.0,1.5,-0.5,0.0,-0.5,0.3333333333333333,0.5,-0.2,0.0,-0.5,3.0,0.0,1.5,0.17142857142857143,-0.7153516572352466,0.528798411122145,1.9879683740116878,0.0,0.0,0.0,0.4945327006395709,0.0,0.0,0.0,0.03621966306821449,-0.7258172999563248,-0.05209466107399927,-0.2838149554489672,0.5,0.526497577069801,-0.02159189580318379,0.0,-0.0009831460674157304,4.830010138560325,1.1505844189279646,-0.022226825510347572,-0.49173043157826285,0.0,0.0,-0.46363903298424197,0.0,0.0,0.0,0.3193888905596824,0.0,2.4150050692801623,0.9702639396709324,-0.40374382364120104,0.0,0.0,0.0,0.3363667003707448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5037843682421995,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,2.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
85,-0.08160779537149818,-1.2606148978648049,0.9304001517162905,0.764363127840578,0.8209081055040347,-1.5447099639189565,0.540519877675841,0.7756495353688603,0.551576238473086,0.6974928072338676,0.27461139896373055,0.5202908749706779,0.21983739837398375,0.5011481056257175,2.561444283046275,1.0220432386604494,4.39,-0.5015510558573588,-0.5008646510025576,0.37513985831134444,0.7132260014286499,1.42760591241277,-0.07682255573595216,-0.23776858390789618,1.3496938990922525,0.9567467225807693,-0.5684684684684684,-0.744360902255639,0.9166666666666666,0.9441925375612186,-0.03513779626060486,1.0081182703811313,0.8160085000885426,-1.0758473479948254,0.6935895444560322,-2.9351675620363262,0.07586206896551724,-2.9351675620363262,1.0670103092783505,0.3300970873786408,1.0666666666666667,-2.6393807436104066,-0.08441558441558442,-0.1942683934968311,0.6484629915850936,0.9512429313106749,0.5,2.3333333333333335,0.0,0.0,0.0,0.0,1.0,0.5,2.0,0.5,1.6,0.0,1.0,0.0,1.0,0.5,0.9428571428571428,0.5706009161950957,1.504551473022178,2.044860776899278,0.0,5559.0,3.251130842687217,1.946461728904477,0.002758828250401284,5087.0,0.0,0.0,0.18814794381996644,-0.029982911294081094,0.0719364030506204,0.0,1.169295803691102,0.10286541244573083,0.0,1.4675160513643661,0.0,0.9818752896349313,-0.022226825510347572,0.6307632280580062,0.0,1.0,-0.46159733777038275,0.0007719359943731316,1.0,0.6832495369145276,0.6820246007638868,1.1652983495556497,0.0,0.2598548903107861,0.8801469656657798,0.0,0.0,0.0,1.4039433771486352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.932156133828997,0.4281999794047987,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
178,0.48477466504263095,-0.5227562403419922,-1.5974890953916177,-0.1854096259177252,-0.2683367457545465,-0.29655842353594225,-0.21712538226299694,-0.26872747961312343,-0.006648080634784474,-0.18557336621454995,0.0038860103626943004,-0.11025099695050435,-0.9069365853658536,-0.9247502870264064,-0.020875700352770286,0.04408647732089869,0.0,-0.0001719812454451842,-0.5008646510025576,0.8282711027065206,0.018957085554151328,0.33336996538271335,0.764424028828258,-0.4849282730627989,-0.6052353810428541,-0.3223557021804576,0.5567567567567567,0.5864661654135338,-0.5,-0.4153004897484851,-0.07118991376101741,-0.1371560417022731,-0.0915530370108022,0.04915912031047866,-0.3055450773293097,-0.12177027372729599,0.3931034482758621,-0.12177027372729599,-0.7061855670103093,0.14563106796116504,-0.6974358974358974,0.10054783785182503,-0.38311688311688313,0.10223201984017635,-0.26305646192302556,-0.3325902765715168,0.0,-0.6666666666666666,1.0,-1.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.6,0.0,-0.16666666666666666,1.0,0.0,0.5,-0.37142857142857144,0.3017380759902991,-0.4809872558755379,0.0,0.0,0.0,0.0,-0.49463585723127707,0.0,0.0,0.0,0.3911249376826173,0.29860009654506586,-0.01962611982807726,-0.3108987958190735,-0.5,-0.23110629961851736,-0.6911143270622286,0.0,-0.0004915730337078652,0.0,0.45867874980691004,-0.3541857245315104,-0.09765243968525784,0.0,1.0,-0.46363903298424197,0.0,1.0,0.0,0.20378334486180866,-0.811595429538722,0.0,0.5358489488117002,-0.004149246167490181,0.0,0.0,0.0,-0.5252780586450961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09260117392647513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
